"id","kabupaten_id","bps_code","name"
"110101","1101","1103020",Bakongan
"110102","1101","1103040",Kluet Utara
"110103","1101","1103030",Kluet Selatan
"110104","1101","1103090",Labuhan Haji
"110105","1101","1103080",Meukek
"110106","1101","1103060",Samadua
"110107","1101","1103070",Sawang
"110108","1101","1103050",Tapaktuan
"110109","1101","1103010",Trumon
"110110","1101","1103041",Pasi Raja
"110111","1101","1103091",Labuhan Haji Timur
"110112","1101","1103092",Labuhan Haji Barat
"110113","1101","1103042",Kluet Tengah
"110114","1101","1103031",Kluet Timur
"110115","1101","1103021",Bakongan  Timur
"110116","1101","1103011",Trumon Timur
"110117","1101","1103022",Kota Bahagia
"110118","1101","1103012",Trumon Tengah
"110201","1102","1104010",Lawe Alas
"110202","1102","1104020",Lawe Sigala-Gala
"110203","1102","1104030",Bambel
"110204","1102","1104040",Babussalam
"110205","1102","1104050",Badar
"110206","1102","1104021",Babul Makmur
"110207","1102","1104051",Darul Hasanah
"110208","1102","1104041",Lawe Bulan
"110209","1102","1104031",Bukit Tusam
"110210","1102","1104022",Semadam
"110211","1102","1104011",Babul Rahmah
"110212","1102","1104052",Ketambe
"110213","1102","1104053",Deleng Pokhkisen
"110214","1102","1104032",Lawe Sumur
"110215","1102","1104012",Tanoh Alas
"110216","1102","1104023",Leuser
"110301","1103","1105140",Darul Aman
"110302","1103","1105160",Julok
"110303","1103","1105130",Idi Rayeuk
"110304","1103","1105090",Birem Bayeun
"110305","1103","1105080",Serbajadi
"110306","1103","1105150",Nurussalam
"110307","1103","1105110",Peureulak
"110308","1103","1105100",Rantau Selamat
"110309","1103","1105180",Simpang Ulim
"110310","1103","1105120",Rantau Peureulak
"110311","1103","1105170",Pante Bidari
"110312","1103","1105181",Madat
"110313","1103","1105161",Indra Makmu
"110314","1103","1105133",Idi Tunong
"110315","1103","1105132",Banda Alam
"110316","1103","1105131",Peudawa
"110317","1103","1105111",Peureulak  Timur
"110318","1103","1105112",Peureulak Barat
"110319","1103","1105101",Sungai Raya
"110320","1103","1105081",Simpang Jernih
"110321","1103","1105134",Darul Ihsan
"110322","1103","1105151",Darul Falah
"110323","1103","1105135",Idi Timur
"110324","1103","1105082",Peunaron
"110401","1104","1106010",Linge
"110402","1104","1106060",Silih Nara
"110403","1104","1106050",Bebesen
"110407","1104","1106040",Pegasing
"110408","1104","1106020",Bintang
"110410","1104","1106061",Ketol
"110411","1104","1106032",Kebayakan
"110412","1104","1106051",Kute Panang
"110413","1104","1106062",Celala
"110417","1104","1106031",Laut Tawar
"110418","1104","1106011",Atu Lintang
"110419","1104","1106012",Jagong Jeget
"110420","1104","1106041",Bies
"110421","1104","1106063",Rusip Antara
"110501","1105","1107050",Johan Pahwalan
"110502","1105","1107080",Kaway XVI
"110503","1105","1107090",Sungai Mas
"110504","1105","1107070",Woyla
"110505","1105","1107060",Samatiga
"110506","1105","1107061",Bubon
"110507","1105","1107062",Arongan Lambalek
"110508","1105","1107082",Pante Ceureumen
"110509","1105","1107081",Meureubo
"110510","1105","1107071",Woyla Barat
"110511","1105","1107072",Woyla Timur
"110512","1105","1107083",Panton Reu
"110601","1106","1108010",Lhoong
"110602","1106","1108020",Lhoknga
"110603","1106","1108030",Indrapuri
"110604","1106","1108040",Seulimeum
"110605","1106","1108080",Montasik
"110606","1106","1108100",Sukamakmur
"110607","1106","1108110",Darul Imarah
"110608","1106","1108120",Peukan Bada
"110609","1106","1108050",Mesjid Raya
"110610","1106","1108090",Ingin Jaya
"110611","1106","1108070",Kuta Baro
"110612","1106","1108060",Darussalam
"110613","1106","1108130",Pulo Aceh
"110614","1106","1108042",Lembah Seulawah
"110615","1106","1108041",Kota Jantho
"110616","1106","1108031",Kota Cot Glie
"110617","1106","1108101",Kuta Malaka
"110618","1106","1108102",Simpang Tiga
"110619","1106","1108111",Darul Kamal
"110620","1106","1108061",Baitussalam
"110621","1106","1108091",Krueng Barona Jaya
"110622","1106","1108021",Leupung
"110623","1106","1108081",Blang Bintang
"110703","1107","1109220",Batee
"110704","1107","1109150",Delima
"110705","1107","1109010",Geumpang
"110706","1107","1109070",Geulumpang  Tiga
"110707","1107","1109160",Indra Jaya
"110708","1107","1109180",Kembang Tanjong
"110709","1107","1109200",Kota Sigli
"110711","1107","1109130",Mila
"110712","1107","1109230",Muara Tiga
"110713","1107","1109080",Mutiara
"110714","1107","1109140",Padang Tiji
"110715","1107","1109170",Peukan Baro
"110716","1107","1109210",Pidie
"110717","1107","1109120",Sakti
"110718","1107","1109190",Simpang Tiga
"110719","1107","1109100",Tangse
"110721","1107","1109090",Tiro/Truseb
"110722","1107","1109111",Keumala
"110724","1107","1109081",Mutiara Timur
"110725","1107","1109151",Grong-grong
"110727","1107","1109011",Mane
"110729","1107","1109071",Glumpang  Baro
"110731","1107","1109112",Titeue
"110801","1108","1111100",Baktiya
"110802","1108","1111170",Dewantara
"110803","1108","1111030",Kuta Makmur
"110804","1108","1111110",Lhoksukon
"110805","1108","1111060",Matangkuli
"110806","1108","1111160",Muara Batu
"110807","1108","1111050",Meurah Mulia
"110808","1108","1111130",Samudera
"110809","1108","1111090",Seunuddon
"110810","1108","1111140",Syamtalira Aron
"110811","1108","1111040",Syamtalira Bayu
"110812","1108","1111120",Tanah Luas
"110813","1108","1111150",Tanah Pasir
"110814","1108","1111080",T. Jambo Aye
"110815","1108","1111010",Sawang
"110816","1108","1111020",Nisam
"110817","1108","1111070",Cot Girek
"110818","1108","1111081",Langkahan
"110819","1108","1111101",Baktiya Barat
"110820","1108","1111061",Paya Bakong
"110821","1108","1111121",Nibong
"110822","1108","1111031",Simpang Kramat
"110823","1108","1111151",Lapang
"110824","1108","1111062",Pirak Timur
"110825","1108","1111041",Geuredong Pase
"110826","1108","1111022",Banda Baro
"110827","1108","1111021",Nisam Antara
"110901","1109","1101030",Simeulue Tengah
"110902","1109","1101040",Salang
"110903","1109","1101021",Teupah Barat
"110904","1109","1101020",Simeulue Timur
"110905","1109","1101031",Teluk Dalam
"110906","1109","1101050",Simeulue Barat
"110907","1109","1101010",Teupah Selatan
"110908","1109","1101051",Alapan
"110909","1109","1101022",Teupah Tengah
"110910","1109","1101032",Simeulue Cut
"111001","1110","1102010",Pulau Banyak
"111002","1110","1102030",Simpang Kanan
"111004","1110","1102020",Singkil
"111006","1110","1102031",Gunung Meriah
"111009","1110","1102043",Kota Baharu
"111010","1110","1102021",Singkil Utara
"111011","1110","1102032",Danau Paris
"111012","1110","1102033",Suro Makmur
"111013","1110","1102042",Singkohor
"111014","1110","1102022",Kuala Baru
"111016","1110","1102011",Pulau Banyak Barat
"111101","1111","1110010",Samalanga
"111102","1111","1110030",Jeunieb
"111103","1111","1110040",Peudada
"111104","1111","1110060",Jeumpa
"111105","1111","1110080",Peusangan
"111106","1111","1110090",Makmur
"111107","1111","1110100",Gandapura
"111108","1111","1110020",Pandrah
"111109","1111","1110050",Juli
"111110","1111","1110070",Jangka
"111111","1111","1110011",Simpang Mamplam
"111112","1111","1110031",Peulimbang
"111113","1111","1110061",Kota Juang
"111114","1111","1110062",Kuala
"111115","1111","1110082",Peusangan Siblah Krueng
"111116","1111","1110081",Peusangan  Selatan
"111117","1111","1110101",Kuta Blang
"111201","1112","1112030",Blang Pidie
"111202","1112","1112020",Tangan-Tangan
"111203","1112","1112010",Manggeng
"111204","1112","1112040",Susoh
"111205","1112","1112050",Kuala Batee
"111206","1112","1112060",Babah Rot
"111207","1112","1112021",Setia
"111208","1112","1112031",Jeumpa
"111209","1112","1112011",Lembah Sabil
"111301","1113","1113020",Blangkejeren
"111302","1113","1113010",Kutapanjang
"111303","1113","1113040",Rikit Gaib
"111304","1113","1113050",Terangun
"111305","1113","1113030",Pining
"111306","1113","1113023",Blangpegayon
"111307","1113","1113021",Puteri Betung
"111308","1113","1113022",Dabun Gelang
"111309","1113","1113011",Blangjerango
"111310","1113","1113051",Teripe Jaya
"111311","1113","1113041",Pantan Cuaca
"111401","1114","1116010",Teunom
"111402","1114","1116030",Krueng Sabee
"111403","1114","1116040",Setia Bhakti
"111404","1114","1116050",Sampoiniet
"111405","1114","1116060",Jaya
"111406","1114","1116020",Panga
"111407","1114","1116061",Indra Jaya
"111408","1114","1116051",Darul Hikmah
"111409","1114","1116011",Pasie Raya
"111501","1115","1115020",Kuala
"111502","1115","1115040",Seunagan
"111503","1115","1115050",Seunagan Timur
"111504","1115","1115030",Beutong
"111505","1115","1115010",Darul Makmur
"111506","1115","1115041",Suka Makmue
"111507","1115","1115021",Kuala Pesisir
"111508","1115","1115022",Tadu Raya
"111509","1115","1115011",Tripa Makmur
"111510","1115","1115031",Beutong Ateuh Banggalang
"111601","1116","1114080",Manyak Payed
"111602","1116","1114060",Bendahara
"111603","1116","1114070",Karang Baru
"111604","1116","1114050",Seruway
"111605","1116","1114040",Kota Kualasinpang
"111606","1116","1114020",Kejuruan Muda
"111607","1116","1114010",Tamiang Hulu
"111608","1116","1114030",Rantau
"111609","1116","1114061",Banda Mulia
"111610","1116","1114011",Bandar Pusaka
"111611","1116","1114021",Tenggulun
"111612","1116","1114071",Sekerak
"111701","1117","1117020",Pintu Rime Gayo
"111702","1117","1117070",Permata
"111703","1117","1117060",Syiah Utama
"111704","1117","1117050",Bandar
"111705","1117","1117030",Bukit
"111706","1117","1117040",Wih Pesam
"111707","1117","1117010",Timang gajah
"111708","1117","1117051",Bener Kelipah
"111709","1117","1117061",Mesidah
"111710","1117","1117011",Gajah Putih
"111801","1118","1118010",Meureudu
"111802","1118","1118050",Ulim
"111803","1118","1118040",Jangka Buaya
"111804","1118","1118030",Bandar Dua
"111805","1118","1118020",Meurah Dua
"111806","1118","1118080",Bandar Baru
"111807","1118","1118070",Panteraja
"111808","1118","1118060",Trienggadeng
"117101","1171","1171020",Baiturrahman
"117102","1171","1171030",Kuta Alam
"117103","1171","1171010",Meuraxa
"117104","1171","1171040",Syiah Kuala
"117105","1171","1171021",Lueng Bata
"117106","1171","1171031",Kuta Raja
"117107","1171","1171012",Banda Raya
"117108","1171","1171011",Jaya Baru
"117109","1171","1171041",Ulee Kareng
"117201","1172","1172020",Sukakarya
"117202","1172","1172010",Sukajaya
"117203","1172","",Sukamakmue
"117301","1173","1174020",Muara Dua
"117302","1173","1174030",Banda Sakti
"117303","1173","1174010",Blang Mangat
"117304","1173","1174021",Muara Satu
"117401","1174","1173010",Langsa Timur
"117402","1174","1173020",Langsa Barat
"117403","1174","1173030",Langsa Kota
"117404","1174","1173011",Langsa Lama
"117405","1174","1173021",Langsa Baro
"117501","1175","1175010",Simpang Kiri
"117502","1175","1175020",Penanggalan
"117503","1175","1175030",Rundeng
"117504","1175","1175040",Sultan Daulat
"117505","1175","1175050",Longkib
"120101","1201","1204070",Barus
"120102","1201","1204060",Sorkam
"120103","1201","1204030",Pandan
"120104","1201","1204010",Pinangsori
"120105","1201","1204080",Manduamas
"120106","1201","1204050",Kolang
"120107","1201","1204040",Tapian Nauli
"120108","1201","1204020",Sibabangun
"120109","1201","1204071",Sosorgadong
"120110","1201","1204061",Sorkam Barat
"120111","1201","1204081",Sirandorung
"120112","1201","1204072",Andam Dewi
"120113","1201","1204041",Sitahuis
"120114","1201","1204031",Tukka
"120115","1201","1204011",Badiri
"120116","1201","1204062",Pasaribu Tobing
"120117","1201","1204073",Barus Utara
"120118","1201","1204022",Suka Bangun
"120119","1201","1204021",Lumut
"120120","1201","1204032",Sarudik
"120201","1202","1205060",Tarutung
"120202","1202","1205061",Siatas Barita
"120203","1202","1205040",Adian Koting
"120204","1202","1205050",Sipoholon
"120205","1202","1205070",Pahae Julu
"120206","1202","1205080",Pahae Jae
"120207","1202","1205082",Simangumban
"120208","1202","1205081",Purba Tua
"120209","1202","1205120",Siborong-Borong
"120210","1202","1205130",Pagaran
"120211","1202","1205030",Parmonangan
"120212","1202","1205110",Sipahutar
"120213","1202","1205090",Pangaribuan
"120214","1202","1205100",Garoga
"120215","1202","1205180",Muara
"120301","1203","1203090",Angkola Barat
"120302","1203","1203100",Batang Toru
"120303","1203","1203070",Angkola Timur
"120304","1203","1203110",Sipirok
"120305","1203","1203160",Saipar Dolok Hole
"120306","1203","1203080",Angkola Selatan
"120307","1203","1203010",Batang Angkola
"120314","1203","1203120",Arse
"120320","1203","1203101",Marancar
"120321","1203","1203011",Sayur Matinggi
"120322","1203","1203161",Aek Bilah
"120329","1203","1203102",Muara Batang Toru
"120330","1203","1203012",Tano Tombangan Angkola
"120331","1203","1203091",Angkola Sangkunur
"120332","1203","",Angkola Muara Tais
"120405","1204","1201130",Hiliduho
"120406","1204","1201070",Gido
"120410","1204","1201060",Idanogawo
"120411","1204","1201061",Bawolato
"120420","1204","1201131",Hiliserangkai
"120421","1204","1201132",Botomuzoi
"120427","1204","1201062",Ulugawo
"120428","1204","1201081",'Ma''u'
"120429","1204","1201082",Somolo-molo
"120435","1204","1201071",'Sogae''adu'
"120501","1205","1213010",Bahorok
"120502","1205","1213020",Salapian
"120503","1205","1213040",Kuala
"120504","1205","1213030",Sei Bingei
"120505","1205","1213060",Binjai
"120506","1205","1213050",Selesai
"120507","1205","1213070",Stabat
"120508","1205","1213080",Wampu
"120509","1205","1213130",Secanggang
"120510","1205","1213120",Hinai
"120511","1205","1213140",Tanjung Pura
"120512","1205","1213110",Padang Tualang
"120513","1205","1213150",Gebang
"120514","1205","1213160",Babalan
"120515","1205","1213200",Pangkalan Susu
"120516","1205","1213190",Besitang
"120517","1205","1213170",Sei Lepan
"120518","1205","1213180",Berandan Barat
"120519","1205","1213090",Batang Serangan
"120520","1205","1213100",Sawit Seberang
"120521","1205","1213011",Sirapit
"120522","1205","1213021",Kutambaru
"120523","1205","1213201",Pematang Jaya
"120601","1206","1211090",Kabanjahe
"120602","1206","1211100",Berastagi
"120603","1206","1211130",Barusjahe
"120604","1206","1211110",Tigapanah
"120605","1206","1211120",Merek
"120606","1206","1211050",Munte
"120607","1206","1211040",Juhar
"120608","1206","1211030",Tigabinanga
"120609","1206","1211020",Laubaleng
"120610","1206","1211010",Mardingding
"120611","1206","1211070",Payung
"120612","1206","1211080",Simpang Empat
"120613","1206","1211060",Kutabuluh
"120614","1206","1211111",Dolat Rayat
"120615","1206","1211082",Merdeka
"120616","1206","1211081",Naman Teran
"120617","1206","1211071",Tiganderket
"120701","1207","1212010",Gunung Meriah
"120702","1207","1212200",Tanjung Morawa
"120703","1207","1212030",Sibolangit
"120704","1207","1212040",Kutalimbaru
"120705","1207","1212050",Pancur Batu
"120706","1207","1212060",Namorambe
"120707","1207","1212070",Sibiru-biru
"120708","1207","1212080",STM Hilir
"120709","1207","1212090",Bangun Purba
"120719","1207","1212190",Galang
"120720","1207","1212020",STM Hulu
"120721","1207","1212210",Patumbak
"120722","1207","1212220",Deli Tua
"120723","1207","1212230",Sunggal
"120724","1207","1212240",Hamparan Perak
"120725","1207","1212250",Labuhan Deli
"120726","1207","1212260",Percut Sei Tuan
"120727","1207","1212270",Batang Kuis
"120728","1207","1212300",Lubuk Pakam
"120731","1207","1212310",Pagar Merbau
"120732","1207","1212280",Pantai Labu
"120733","1207","1212290",Beringin
"120801","1208","1209160",Siantar
"120802","1208","1209161",Gunung Malela
"120803","1208","1209162",Gunung Maligas
"120804","1208","1209090",Panei
"120805","1208","1209091",Panombeian Pane
"120806","1208","1209080",Jorlang Hataran
"120807","1208","1209130",Raya Kahean
"120808","1208","1209200",Bosar Maligas
"120809","1208","1209040",Sidamanik
"120810","1208","1209041",Pematang Sidamanik
"120811","1208","1209060",Tanah Jawa
"120812","1208","1209061",Hatonduhan
"120813","1208","1209070",Dolok Panribuan
"120814","1208","1209020",Purba
"120815","1208","1209021",Haranggaol Horison
"120816","1208","1209050",Girsang Sipangan Bolon
"120817","1208","1209150",Dolok Batu Nanggar
"120818","1208","1209170",Huta Bayu Raja
"120819","1208","1209171",Jawa Maraja Bah Jambi
"120820","1208","1209030",Dolok Pardamean
"120821","1208","1209180",Pematang Bandar
"120822","1208","1209181",Bandar Huluan
"120823","1208","1209190",Bandar
"120824","1208","1209191",Bandar Masilam
"120825","1208","1209010",Silimakuta
"120826","1208","1209110",Dolok Silau
"120827","1208","1209120",Silou Kahean
"120828","1208","1209140",Tapian Dolok
"120829","1208","1209100",Raya
"120830","1208","1209210",Ujung Padang
"120831","1208","1209011",Pamatang Silima Huta
"120832","1208","1209101",Dolog Masagal
"120908","1209","1208090",Meranti
"120909","1209","1208100",Air Joman
"120910","1209","1208050",Tanjung Balai
"120911","1209","1208040",Sei Kepayang
"120912","1209","1208060",Simpang Empat
"120913","1209","1208070",Air Batu
"120914","1209","1208030",Pulau Rakyat
"120915","1209","1208020",Bandar Pulau
"120916","1209","1208080",Buntu Pane
"120917","1209","1208010",Bandar Pasir Mandoge
"120918","1209","1208031",Aek Kuasan
"120919","1209","1208160",Kota Kisaran Barat
"120920","1209","1208170",Kota Kisaran Timur
"120921","1209","1208021",Aek Songsongan
"120922","1209","1208022",Rahunig
"120923","1209","1208071",Sei Dadap
"120924","1209","1208041",Sei Kepayang Barat
"120925","1209","1208042",Sei Kepayang Timur
"120926","1209","1208081",Tinggi Raja
"120927","1209","1208082",Setia Janji
"120928","1209","1208101",Silau Laut
"120929","1209","1208092",Rawang Panca Arga
"120930","1209","1208091",Pulo Bandring
"120931","1209","1208061",Teluk Dalam
"120932","1209","1208032",Aek Ledong
"121001","1210","1207220",Rantau Utara
"121002","1210","1207210",Rantau Selatan
"121007","1210","1207080",Bilah Barat
"121008","1210","1207130",Bilah Hilir
"121009","1210","1207050",Bilah Hulu
"121014","1210","1207070",Pangkatan
"121018","1210","1207150",Panai Tengah
"121019","1210","1207160",Panai Hilir
"121020","1210","1207140",Panai Hulu
"121101","1211","1210030",Sidikalang
"121102","1211","1210050",Sumbul
"121103","1211","1210100",Tigalingga
"121104","1211","1210070",Siempat Nempu
"121105","1211","1210060",Silima Pungga Pungga
"121106","1211","1210120",Tanah Pinem
"121107","1211","1210080",Siempat Nempu Hulu
"121108","1211","1210090",Siempat Nempu Hilir
"121109","1211","1210110",Pegagan Hilir
"121110","1211","1210040",Parbuluan
"121111","1211","1210061",Lae Parira
"121112","1211","1210101",Gunung Sitember
"121113","1211","1210031",Berampu
"121114","1211","1210051",Silahisabungan
"121115","1211","1210032",Sitinjo
"121201","1212","1206030",Balige
"121202","1212","1206040",Laguboti
"121203","1212","1206060",Silaen
"121204","1212","1206050",Habinsaran
"121205","1212","1206071",Pintu Pohan Meranti
"121206","1212","1206051",Borbor
"121207","1212","1206070",Porsea
"121208","1212","1206082",Ajibata
"121209","1212","1206080",Lumban Julu
"121210","1212","1206081",Uluan
"121219","1212","1206061",Sigumpar
"121220","1212","1206072",Siantar Narumonda
"121221","1212","1206052",Nassau
"121222","1212","1206031",Tampahan
"121223","1212","1206083",Bonatua Lunasi
"121224","1212","1206073",Parmaksian
"121301","1213","1202050",Panyabungan
"121302","1213","1202053",Panyabungan Utara
"121303","1213","1202054",Panyabungan Timur
"121304","1213","1202051",Panyabungan Selatan
"121305","1213","1202052",Panyabungan Barat
"121306","1213","1202080",Siabu
"121307","1213","1202081",Bukit Malintang
"121308","1213","1202030",Kotanopan
"121309","1213","1202033",Lembah Sorik Marapi
"121310","1213","1202032",Tambangan
"121311","1213","1202031",Ulu Pungkut
"121312","1213","1202040",Muara Sipongi
"121313","1213","1202020",Batang Natal
"121314","1213","1202021",Lingga Bayu
"121315","1213","1202010",Batahan
"121316","1213","1202060",Natal
"121317","1213","1202070",Muara Batang Gadis
"121318","1213","1202022",Ranto Baek
"121319","1213","1202055",Huta Bargot
"121320","1213","1202034",Puncak Sorik Marapi
"121321","1213","1202041",Pakantan
"121322","1213","1202011",Sinunukan
"121323","1213","1202082",Naga Juang
"121401","1214","1214070",Lolomatua
"121402","1214","1214060",Gomo
"121403","1214","1214050",Lahusa
"121404","1214","1214010",Hibala
"121405","1214","1214020",Pulau-Pulau Batu
"121406","1214","1214030",Teluk Dalam
"121407","1214","1214040",Amandraya
"121408","1214","1214080",Lolowau
"121409","1214","1214061",Susua
"121410","1214","1214033",Maniamolo
"121411","1214","1214081",Hilimegai
"121412","1214","1214032",Toma
"121413","1214","1214034",Mazino
"121414","1214","1214063",Umbunasi
"121415","1214","1214041",Aramo
"121416","1214","1214021",Pulau-Pulau Batu Timur
"121417","1214","1214062",Mazo
"121418","1214","1214031",Fanayama
"121419","1214","1214071",Ulunoyo
"121420","1214","1214072",Huruna
"121421","1214","1214082",'O''o''u'
"121422","1214","1214083",Onohazumba
"121423","1214","1214084",'Hilisalawa''ahe'
"121424","1214","1214042",Ulususua
"121425","1214","1214051",'Sidua''ori'
"121426","1214","1214052",Somambawa
"121427","1214","1214066",Boronadu
"121428","1214","1214022",Simuk
"121429","1214","1214023",Pulau-Pulau Batu Barat
"121430","1214","1214024",Pulau-Pulau Batu Utara
"121431","1214","1214011",Tanah Masa
"121432","1214","1214035",Luahagundre Maniamolo
"121433","1214","1214036",Onolalu
"121434","1214","1214065",Ulu Idanotae
"121435","1214","1214064",Idanotae
"121501","1215","1216011",Sitelu Tali Urang Jehe
"121502","1215","1216020",Kerajaan
"121503","1215","1216010",Salak
"121504","1215","1216013",Sitelu Tali Urang Julu
"121505","1215","1216014",Pergetteng Getteng Sengkut
"121506","1215","1216012",Pagindar
"121507","1215","1216021",Tinada
"121508","1215","1216022",Siempat Rube
"121601","1216","1215090",Parlilitan
"121602","1216","1215080",Pollung
"121603","1216","1215070",Baktiraja
"121604","1216","1215060",Paranginan
"121605","1216","1215050",Lintong Nihuta
"121606","1216","1215040",Dolok Sanggul
"121607","1216","1215030",Sijamapolang
"121608","1216","1215020",Onan Ganjang
"121609","1216","1215010",Pakkat
"121610","1216","1215100",Tarabintang
"121701","1217","1217090",Simanindo
"121702","1217","1217040",Onan Runggu
"121703","1217","1217050",Nainggolan
"121704","1217","1217060",Palipi
"121705","1217","1217020",Harian
"121706","1217","1217010",Sianjar Mula Mula
"121707","1217","1217070",Ronggur Nihuta
"121708","1217","1217080",Pangururan
"121709","1217","1217030",Sitio-tio
"121801","1218","1218110",Pantai Cermin
"121802","1218","1218100",Perbaungan
"121803","1218","1218090",Teluk Mengkudu
"121804","1218","1218080",Sei Rampah
"121805","1218","1218070",Tanjung Beringin
"121806","1218","1218060",Bandar Khalipah
"121807","1218","1218040",Dolok Merawan
"121808","1218","1218030",Sipispis
"121809","1218","1218020",Dolok Masihul
"121810","1218","1218010",Kotarih
"121811","1218","1218011",Silinda
"121812","1218","1218021",Serba Jadi
"121813","1218","1218050",Tebing Tinggi
"121814","1218","1218101",Pegajahan
"121815","1218","1218081",Sei Bamban
"121816","1218","1218051",Tebing Syahbandar
"121817","1218","1218012",Bintang Bayu
"121901","1219","1219070",Medang Deras
"121902","1219","1219060",Sei Suka
"121903","1219","1219050",Air Putih
"121904","1219","1219040",Lima Puluh
"121905","1219","1219030",Talawi
"121906","1219","1219020",Tanjung Tiram
"121907","1219","1219010",Sei Balai
"121908","1219","",Laut Tador
"121909","1219","",Lima Puluh Pesisir
"121910","1219","",Datuk Lima Puluh
"121911","1219","",Datuk Tanah Datar
"121912","1219","",Nibung Hangus
"122001","1220","1220080",Dolok Sigompulon
"122002","1220","1220070",Dolok
"122003","1220","1220060",Halongonan
"122004","1220","1220040",Padang Bolak
"122005","1220","1220020",Padang Bolak Julu
"122006","1220","1220030",Portibi
"122007","1220","1220010",Batang Onang
"122008","1220","1220050",Simangambat
"122009","1220","1220090",Hulu Sihapas
"122010","1220","1220041",Padang Bolak Tenggara
"122011","1220","1220061",Halongonan Timur
"122012","1220","1220051",Ujung Batu
"122101","1221","1221010",Sosopan
"122102","1221","1221090",Barumun Tengah
"122103","1221","1221080",Huristak
"122104","1221","1221040",Lubuk Barumun
"122105","1221","1221070",Huta Raja Tinggi
"122106","1221","1221020",Ulu Barumun
"122107","1221","1221030",Barumun
"122108","1221","1221050",Sosa
"122109","1221","1221060",Batang Lubu Sutam
"122110","1221","1221031",Barumun Selatan
"122111","1221","1221091",Aek Nabara Barumun
"122112","1221","1221092",Sihapas Barumun
"122113","1221","",Barumun Baru
"122114","1221","",Ulu Sosa
"122115","1221","",Sosa Julu
"122116","1221","",Barumun Barat
"122117","1221","",Sosa Timur
"122201","1222","1222030",Kotapinang
"122202","1222","1222050",Kampung Rakyat
"122203","1222","1222020",Torgamba
"122204","1222","1222010",Sungai Kanan
"122205","1222","1222040",Silangkitang
"122301","1223","1223070",Kualuh Hulu
"122302","1223","1223080",Kualuh Leidong
"122303","1223","1223060",Kualuh Hilir
"122304","1223","1223030",Aek Kuo
"122305","1223","1223020",Marbau
"122306","1223","1223010",Na IX - X
"122307","1223","1223040",Aek Natas
"122308","1223","1223050",Kualuh Selatan
"122401","1224","1224080",Lotu
"122402","1224","1224070",Sawo
"122403","1224","1224060",Tuhemberua
"122404","1224","1224050",Sitolu Ori
"122405","1224","1224040",Namohalu Esiwa
"122406","1224","1224030",Alasa Talumuzoi
"122407","1224","1224020",Alasa
"122408","1224","1224010",Tugala Oyo
"122409","1224","1224100",Afulu
"122410","1224","1224110",Lahewa
"122411","1224","1224090",Lahewa Timur
"122501","1225","1225020",Lahomi
"122502","1225","1225010",Sirombu
"122503","1225","1225070",Mandrehe Barat
"122504","1225","1225080",'Moro''o'
"122505","1225","1225060",Mandrehe
"122506","1225","1225050",Mandrehe Utara
"122507","1225","1225040",Lolofitu Moi
"122508","1225","1225030",'Ulu Moro''o'
"127101","1271","1275060",Medan Kota
"127102","1271","1275110",Medan Sunggal
"127103","1271","1275120",Medan Helvetia
"127104","1271","1275040",Medan Denai
"127105","1271","1275140",Medan Barat
"127106","1271","1275180",Medan Deli
"127107","1271","1275010",Medan Tuntungan
"127108","1271","1275210",Medan Belawan
"127109","1271","1275030",Medan Amplas
"127110","1271","1275050",Medan Area
"127111","1271","1275020",Medan Johor
"127112","1271","1275200",Medan Marelan
"127113","1271","1275190",Medan Labuhan
"127114","1271","1275170",Medan Tembung
"127115","1271","1275070",Medan Maimun
"127116","1271","1275080",Medan Polonia
"127117","1271","1275090",Medan Baru
"127118","1271","1275160",Medan Perjuangan
"127119","1271","1275130",Medan Petisah
"127120","1271","1275150",Medan Timur
"127121","1271","1275100",Medan Selayang
"127201","1272","1273050",Siantar Timur
"127202","1272","1273030",Siantar Barat
"127203","1272","1273040",Siantar Utara
"127204","1272","1273020",Siantar Selatan
"127205","1272","1273010",Siantar Marihat
"127206","1272","1273060",Siantar Martoba
"127207","1272","1273061",Siantar Sitalasari
"127208","1272","1273011",Siantar Marimbun
"127301","1273","1271010",Sibolga Utara
"127302","1273","1271020",Sibolga Kota
"127303","1273","1271030",Sibolga Selatan
"127304","1273","1271031",Sibolga Sambas
"127401","1274","1272020",Tanjung Balai Selatan
"127402","1274","1272030",Tanjung Balai Utara
"127403","1274","1272040",Sei Tualang Raso
"127404","1274","1272050",Teluk Nibung
"127405","1274","1272010",Datuk Bandar
"127406","1274","1272011",Datuk Bandar Timur
"127501","1275","1276040",Binjai Utara
"127502","1275","1276020",Binjai Kota
"127503","1275","1276050",Binjai Barat
"127504","1275","1276030",Binjai Timur
"127505","1275","1276010",Binjai Selatan
"127601","1276","1274010",Padang Hulu
"127602","1276","1274020",Rambutan
"127603","1276","1274030",Padang Hilir
"127604","1276","1274021",Bajenis
"127605","1276","1274011",Tebing Tinggi Kota
"127701","1277","1277040",Padangsidimpuan Utara
"127702","1277","1277020",Padangsidimpuan Selatan
"127703","1277","1277030",Padangsidimpuan Batunadua
"127704","1277","1277050",Padangsidimpuan Hutaimbaru
"127705","1277","1277010",Padangsidimpuan Tenggara
"127706","1277","1277051",Padangsidimpuan Angkola Julu
"127801","1278","1278040",Gunungsitoli
"127802","1278","1278020",Gunungsitoli Selatan
