"id","kecamatan_id","bps_code","name"
"1101072014","110107","1103070002",Ujung Padang
"1101072015","110107","1103070001",'Sawang Ba''u'
"1101082001","110108","1103050003",Lhok Keutapang
"1101082002","110108","1103050004",Hilir
"1101082003","110108","1103050006",Padang
"1101082004","110108","1103050008",Hulu
"1101082005","110108","1103050009",Jambo Apha
"1101082006","110108","1103050007",Tepi Air
"1101082007","110108","1103050005",Pasar
"1101082008","110108","1103050010",Lhok Bengkuang
"1101082009","110108","1103050015",Panton Luas
"1101082010","110108","1103050001",Gunung Kerambil
"1101082011","110108","1103050002",Air Berudang
"1101082012","110108","1103050011",Batu Itam
"1101082013","110108","1103050012",Panjupian
"1101082014","110108","1103050013",Lhok Rukam
"1101082015","110108","1103050014",Air Pinang
"1101082016","110108","1103050016",Lhok Bengkuang Timur
"1101092001","110109","1103010010",Keude Trumon
"1101092002","110109","1103010009",Ujong Tanoh
"1101092003","110109","1103010012",Sigleng
"1101092004","110109","1103010005",Ie Meudama
"1101092005","110109","1103010004",Tuepin Tinggi
"1101092006","110109","1103010011",Kuta Baro
"1101092007","110109","1103010013",Panton Bilie
"1101092012","110109","1103010001",Kuta Padang
"1101092013","110109","1103010002",Raket
"1101092014","110109","1103010003",Gampong Teungoh
"1101092015","110109","1103010030",Seuneubok  Jaya
"1101092016","110109","1103010027",Padang Harapan
"1101102001","110110","1103041017",Ladang Teungoh
"1101102002","110110","1103041018",Pucok Krueng
"1101102003","110110","1103041012",Silolo
"1101102004","110110","1103041007",Kampung Baru
"1101102005","110110","1103041016",Panton Bili
"1101102006","110110","1103041011",Paya Ateuk
"1101102007","110110","1103041015",Ladang Tuha
"1101102008","110110","1103041019",Mata Ie
"1101102009","110110","1103041020",Ujong Batee
"1101102010","110110","1103041010",Lhok Sialang Cut
"1101102011","110110","1103041014",Seuneubok
"1101102012","110110","1103041003",Ie Mirah
"1101102013","110110","1103041005",Pasie Rasian
"1101102014","110110","1103041004",Ujung Padang Rasian
"1101102015","110110","1103041008",Krueng Kalee
"1101102016","110110","1103041009",Lhok Sialang Rayeuk
"1101102017","110110","",Gampong Baro
"1101102018","110110","1103041006",Teupin Gajah
"1101102019","110110","1103041001",Ujung Padang Asahan
"1101102020","110110","1103041002",Pulo Ie II
"1101102021","110110","1103041021",Pante Raja
"1101112001","110111","1103091003",Tengah Peulumat
"1101112002","110111","1103091002",Paya Peulumat
"1101112003","110111","1103091004",Padang Peulumat
"1101112004","110111","1103091006",Aur Peulumat
"1101112005","110111","1103091005",Limau Saring
"1101112006","110111","1103091008",Beutong
"1101112007","110111","1103091009",Peuneulop
"1101112008","110111","1103091010",Gunung Rotan
"1101112009","110111","1103091001",Keumumu  Hilir
"1101112010","110111","1103091007",Keumumu Hulu
"1101112011","110111","1103091011",Keumumu Seberang
"1101112012","110111","1103091012",Sawang Indah
"1101122001","110112","1103092008",Tutong
"1101122002","110112","1103092010",Teungoh Iboh
"1101122003","110112","1103092011",Peulokan
"1101122004","110112","1103092007",Kuta Iboh
"1101122005","110112","1103092009",Ujung Padang
"1101122006","110112","1103092005",Blang Baru
"1101122007","110112","1103092006",Blang Poroh
"1101122008","110112","1103092001",Pulo Ie
"1101122009","110112","1103092002",Suak Lokan
"1101122010","110112","1103092003",Iku Lhueng
"1101122011","110112","1103092012",Kuta Trieng
"1101122012","110112","1103092004",Pante Geulima
"1101122013","110112","1103092013",Panton Pawoh
"1101122014","110112","1103092014",Batee Meucanang
"1101122015","110112","1103092015",Panton Rubek
"1101132001","110113","1103042006",Koto
"1101132002","110113","1103042013",Alur Keujrun
"1101132003","110113","1103042001",Jambo Papan
"1101132004","110113","1103042004",Malaka
"1101132005","110113","1103042002",Koto Indarung
"1101132006","110113","1103042003",Siurai-Urai
"1101132007","110113","1103042007",Kampung Sawah
"1101132008","110113","1103042008",Kampung Padang
"1101132009","110113","1103042009",Pulo Air
"1101132010","110113","1103042005",Lawe Melang
"1101132011","110113","1103042010",Mersak
"1101132012","110113","1103042011",Simpang Dua
"1101132013","110113","1103042012",Simpang Tiga
"1101142001","110114","1103031004",Paya Dapur
"1101142002","110114","1103031001",Sapik
"1101142003","110114","1103031003",Alai
"1101142004","110114","1103031002",Durian Kawan
"1101142005","110114","1103031007",Lawe Sawah
"1101142006","110114","1103031006",Lawe Buluh Didi
"1101142007","110114","1103031005",Pucuk Lembang
"1101142008","110114","1103031008",Paya Laba
"1101142009","110114","1103031009",Lawe Cimanok
"1101152001","110115","1103021004",Pasie Seubadeh
"1101152002","110115","1103021005",Ladang Rimba
"1101152003","110115","1103021003",Ujong Pulo Rayeuk
"1101152004","110115","1103021007",Sawah Tingkeum
"1101152005","110115","1103021006",Simpang
"1101152006","110115","1103021002",Ujong Pulo Cut
"1101152008","110115","1103021008",Seuleukat
"1101162005","110116","1103011008",Pinto Rimba
"1101162006","110116","1103011009",Krueng Luas
"1101162007","110116","1103011010",Jambo Dalem
"1101162008","110116","1103011011",Kapa Sesak
"1101162009","110116","1103011003",Seuneubok Punto
"1101162010","110116","1103011012",Seuneubok Pusaka
"1101162011","110116","1103011002",Alur Bujok
"1101162012","110116","1103011001",Titi Poben
"1101172001","110117","1103022010",Buket Gadeng
"1101172002","110117","1103022008",Rambong
"1101172003","110117","1103022009",Seuneubok  Keuranji
"1101172004","110117","1103022001",Seuneubok  Alur Buloh
"1101172005","110117","1103022004",Ujong Tanoh
"1101172006","110117","1103022007",Ujong Gunong Cut
"1101172007","110117","1103022006",Ujong Gunung Rayeuk
"1101172008","110117","1103022005",Beutong
"1101172009","110117","1103022003",Jambo Keupok
"1101172010","110117","1103022002",Alurduamas
"1101182001","110118","1103012006",Ladang Rimba
"1101182002","110118","1103012010",Gunong Kapho
"1101182003","110118","1103012009",Kampong Teungoh
"1101182004","110118","1103012008",Krueng Batee
"1101182005","110118","1103012007",Pulo Paya
"1101182006","110118","1103012005",Jambo Papeun
"1101182007","110118","1103012004",Cot Bayu
"1101182008","110118","1103012003",Naca
"1101182009","110118","1103012002",Ie Jeureuneh
"1101182010","110118","1103012001",Lhok Raya
"1102012001","110201","1104010023",Engkeran
"1102012002","110201","1104010040",Rumah Kampung
"1102012004","110201","1104010022",Pasir Bangun
"1102012006","110201","1104010025",Kubu
"1102012007","110201","1104010024",Lawe Kongker
"1102012008","110201","1104010026",Kuta Cingkam II
"1102012009","110201","1104010021",Muara Baru
"1102012011","110201","1104010030",Kuta Batu I
"1102012012","110201","1104010027",Kuta Cingkam I
"1102012013","110201","1104010029",Kuta Batu II
"1102012014","110201","1104010028",Lawe Sempilang
"1102012015","110201","1104010031",Prapat Batu Nunggul
"1102012016","110201","1104010032",Pulo Sepang
"1102012017","110201","1104010038",Rih Mbelang
"1102012018","110201","1104010039",Kute Batu Baru
"1102012019","110201","1104010035",Darul Amin
"1102012020","110201","1104010036",Lawe Lubang Indah
"1102012021","110201","1104010037",Batu Hamparan
"1102012022","110201","1104010034",Paye Munje
"1102012023","110201","1104010044",Pulo Ndapdap
"1102012024","110201","1104010042",Pasir Nunggul
"1102012025","110201","1104010047",Cingkham Mekhanggun
"1102012026","110201","1104010045",Pintu Khimbe
"1102012027","110201","1104010043",Lawe Kongker Hilir
"1102012028","110201","1104010046",Pulo Gadung
"1102012029","110201","1104010041",Pasikh Pehkmate
"1102012030","110201","1104010048",Pasikh Nunang
"1102012031","110201","1104010049",Deleng Kukusen
"1102022001","110202","1104020023",Bukit Merdeka
"1102022002","110202","1104020027",Darul Aman
"1102022003","110202","1104020024",Lawe Kesumpat
"1102022004","110202","1104020022",Lawe Tua Gabungan
"1102022005","110202","1104020021",Lawe Sigala II
"1102022006","110202","1104020018",Lawe Sigala Timur
"1102022007","110202","1104020019",Lawe Sigala Barat
"1102022008","110202","1104020020",Suka Damai
"1102022009","110202","1104020016",Kute Tengah
"1102022010","110202","1104020017",Tanah Baru
"1102022011","110202","1104020014",Kedataran  Gabungan
"1102022012","110202","1104020013",Gabungan  Parsaroan
"1102022013","110202","1104020011",Lawe Loning Gabungan
"1102022014","110202","1104020012",Lawe Loning Aman
"1102022015","110202","1104020039",Suka Maju
"1102022016","110202","1104020043",Lawe Tua Makmur
"1102022017","110202","1104020042",Lawe Tua Persatuan
"1102022018","110202","1104020041",Lawe Serke
"1102022019","110202","1104020038",Lawe Rakat
"1102022020","110202","1104020040",Suka Jaya
"1102022021","110202","1104020045",Enmiya Batu Dua Ratus
"1102022022","110202","1104020046",Sebungke
"1102022023","110202","1104020044",Bukit Sepakat
"1102022024","110202","1104020035",Lawe Loning Sepakat
"1102022025","110202","1104020037",Lawe Loning I
"1102022026","110202","1104020036",Gaya Jaya
"1102022027","110202","1104020052",Gelah Musara
"1102022028","110202","1104020053",Mulie Dame
"1102022029","110202","1104020047",Lawe Loning Hakhapen
"1102022030","110202","1104020054",Karya Indah
"1102022031","110202","1104020055",Kayu Mbelin
"1102022032","110202","1104020050",Lawe Sigala Barat Jaya
"1102022033","110202","1104020051",Lawe Pekhidinen
"1102022034","110202","1104020049",Kertimbang
"1102022035","110202","1104020048",Ndauh Nitenggo
"1102032001","110203","1104030034",Bambel Gabungan
"1102032002","110203","",Kisam
"1102032005","110203","1104030029",Lawe Hijo
"1102032006","110203","1104030028",Pinding
"1102032009","110203","1104030027",Terutung Megara Asli
"1102032011","110203","1104030026",Biak Muli
"1102032012","110203","1104030024",Kute Lang-Lang
"1102032013","110203","1104030025",Pedesi
"1102032014","110203","1104030018",Terutung Payung Hulu
"1102032015","110203","1104030017",Terutung Payung Hilir
"1102032016","110203","1104030016",Tualang Sembilar
"1102032017","110203","1104030021",Kuning I
"1102032018","110203","1104030023",Kuning II
"1102032019","110203","1104030022",Cinta Damai
"1102032020","110203","1104030019",Likat
"1102032021","110203","1104030020",Rikit
"1102032023","110203","1104030048",Bambel
"1102032025","110203","1104030047",Lawe Kihing
"1102032026","110203","1104030046",Terutung Seperai
"1102032027","110203","1104030049",Kute Seri
"1102032028","110203","1104030042",Kuta Antara
"1102032029","110203","1104030041",Pulo Perengge
"1102032031","110203","1104030040",Pulo Kendondong
"1102032033","110203","1104030060",Pancakh Iman
"1102032034","110203","1104030053",Biak Muli Baru
"1102032035","110203","1104030054",Biak Muli Pantai Raja
"1102032036","110203","1104030055",Biak Muli Sejahtera
"1102032037","110203","1104030058",Lembah Haji
"1102032038","110203","1104030052",Terutung PayungGabungan
"1102032039","110203","1104030056",Lawe Hijo Metuah
"1102032040","110203","",Ampera
"1102032041","110203","",Tembilakh Mbakhu
"1102032042","110203","1104030059",Kute Lang-Lang Bakhu
"1102042001","110204","1104040010",Kota Kutacane
"1102042002","110204","1104040003",Perapat Hilir
"1102042003","110204","1104040004",Perapat Hulu
"1102042004","110204","1104040011",Muara Lawe Bulan
"1102042005","110204","1104040012",Mbarung
"1102042006","110204","1104040023",Batu Mbulan Asli
"1102042007","110204","1104040021",Batu Mbulan I
"1102042008","110204","1104040022",Batu Mbulan II
"1102042009","110204","1104040024",Kampung Raja
"1102042010","110204","1104040013",Pulonas
"1102042011","110204","1104040026",Kampung Melayu Gabungan
"1102042012","110204","1104040027",Terutung Pedi
"1102042013","110204","1104040001",Kute Rih
"1102042014","110204","1104040029",Gumpang Jaya
"1102042015","110204","1104040005",Pulo Latong
"1102042016","110204","1104040002",Kutacane Lama
"1102042017","110204","1104040030",Batu Mbulan Mbaru
"1102042018","110204","1104040032",Pulo Peding
"1102042019","110204","1104040033",Mendabe
"1102042020","110204","1104040031",Ujung Barat
"1102042021","110204","1104040035",Pekhapat Titi Panjang
"1102042022","110204","1104040034",Pekhapat Sepakat
"1102042023","110204","1104040040",Alas Marantcar
"1102042024","110204","1104040038",Batu Mbulan Sepakat
"1102042025","110204","1104040036",Pulo Sanggakh
"1102042026","110204","1104040039",Melayu I
"1102042027","110204","1104040037",Mbarung Datuk Saudane
"1102052005","110205","1104050005",Salang Alas
"1102052009","110205","1104050015",Kuta Pasir
"1102052011","110205","1104050003",Purwodadi
"1102052012","110205","1104050006",Kuta Tinggi
"1102052013","110205","1104050002",Kampung Baru
"1102052014","110205","1104050014",Peranginan
"1102052015","110205","1104050022",Natam
"1102052025","110205","1104050034",Kumbang Jaya
"1102052026","110205","1104050035",Kumbang Indah
"1102052027","110205","1104050040",Natam Baru
"1102052029","110205","1104050036",Deleng Megakhe
"1102052030","110205","1104050004",Lawe Bekung
"1102052031","110205","1104050037",Lawe Bekung Tampahan
"1102052032","110205","1104050038",Badar Indah
"1102052033","110205","1104050042",Batu Mbekhong
"1102052034","110205","1104050041",Tanah Merah
"1102052035","110205","1104050044",Tanoh Megakhe
"1102052036","110205","1104050043",Lawe Sekerah
"1102062001","110206","1104021008",Pardomuan  II
"1102062002","110206","1104021011",Lawe Desky I
"1102062003","110206","1104021009",Lawe Desky Sabas
"1102062004","110206","1104021010",Pardomuan  I
"1102062005","110206","1104021007",Cinta Damai
"1102062006","110206","1104021003",Pardamean
"1102062007","110206","1104021023",Lawe Desky Tongah
"1102062008","110206","1104021005",Kute Bakti
"1102062010","110206","1104021002",Muara Situlen
"1102062011","110206","1104021004",Sejahtera
"1102062012","110206","1104021022",Kute Makmur
"1102062013","110206","1104021003",Pardamean
"1102062014","110206","1104021021",Lawe Mantik
"1102062015","110206","1104021020",Cinta Makmur
"1102062016","110206","1104021017",Muara Setia
"1102062017","110206","1104021019",Tanoh Alas
"1102062018","110206","1104021018",Sejahtera Baru
"1102062024","110206","1104021024",Lawe Tawakh
"1102062025","110206","1104021025",Sabilussalam
"1102062026","110206","1104021026",Lawe Desky Jaya
"1102062027","110206","1104021027",Pintu Alas
"1102072001","110207","1104051001",Gulo
"1102072002","110207","1104051004",Pulo Piku
"1102072003","110207","1104051005",Terutung Kute
"1102072004","110207","1104051006",Kute Ujung
"1102072005","110207","1104051002",Lawe Stul
"1102072006","110207","1104051003",Kite Merangun
"1102072007","110207","1104051007",Mamas
"1102072008","110207","1104051008",Tanjung Lama
"1102072009","110207","1104051009",Tanjung Muda
"1102072010","110207","1104051011",Rambung Teldak
"1102072011","110207","1104051010",Tanjung Aman
"1102072012","110207","1104051012",Sri Muda
"1102072013","110207","1104051015",Ujung Baru
"1102072014","110207","1104051014",Kute Rambe
"1102072015","110207","1104051016",Mamas Baru
"1102072016","110207","1104051017",Rambung Jaya
"1102072017","110207","1104051018",Makmur Jaya
"1102072018","110207","1104051013",Darul Makmur
"1102072019","110207","1104051023",Tanjung Bakhu
"1102072020","110207","1104051019",Pulo Gabung
"1102072021","110207","",Kokhtan Jaya
"1102072022","110207","1104051020",Istiqamah
"1102072023","110207","1104051022",Lawe Mamas Indah
"1102072024","110207","1104051025",Tanjung Leuser
"1102072025","110207","1104051024",Simpang IV Tanjung
"1102072026","110207","1104051026",Lawe Pinis
"1102072027","110207","1104051028",Buntul Kendawi
"1102072028","110207","1104051027",Kuning Abadi
"1102082001","110208","1104041003",Pasir Gala
"1102082002","110208","1104041001",Pasir Penjengakan
"1102082003","110208","1104041002",Kutambaru
"1102082004","110208","1104041007",Lawe Sagu Hulu
"1102082005","110208","1104041013",Lawe Sagu Hilir
"1102082006","110208","1104041005",Kute Bantil
"1102082011","110208","1104041006",Lawe Kolok
"1102082012","110208","1104041004",Lawe Rutung
"1102082013","110208","1104041014",Kampung Nangka
"1102082014","110208","1104041012",Tenembak  Juhar
"1102082015","110208","1104041021",Simpang Empat
"1102082016","110208","1104041018",Kuta Buluh Botong
"1102082017","110208","",Katambaru  Becawan
"1102082018","110208","1104041024",Lawe Kinge
"1102082019","110208","1104041022",Kandang Mbelang Mandiri
"1102082020","110208","1104041023",Mbacang Racun
"1102082021","110208","1104041016",Telaga Mekar
"1102082023","110208","1104041020",Pulonas Baru
"1102082025","110208","1104041028",Kuta Genting
"1102082026","110208","",Lawe Sagu Baru
"1102082027","110208","1104041029",Lawe Sagu
"1102082028","110208","",Pekhapet Timur
"1102082029","110208","1104041026",Bahagia
"1102082030","110208","1104041027",Kute Galuh Asli
"1102092001","110209","1104031005",Kute Lengat Pangan
"1102092002","110209","1104031006",Kute Lengat Selian
"1102092003","110209","1104031004",Tualang Baru
"1102092004","110209","1104031003",Alur Buluh
"1102092005","110209","1104031001",Maha Singkil
"1102092006","110209","1104031002",Tenembak  Bintang
"1102092007","110209","1104031007",Kute Lingga
"1102092008","110209","1104031012",Rikit Bur
"1102092010","110209","1104031010",Kerukunan
"1102092011","110209","1104031009",Lawe Dua
"1102092012","110209","1104031008",Rema
"1102092013","110209","1104031017",Bambel Baru
"1102092014","110209","1104031015",Pejuang
"1102092015","110209","1104031018",Darussalam
"1102092016","110209","1104031013",Amaliah
"1102092017","110209","1104031016",Sebudi Jaya
"1102092018","110209","1104031014",Gumpang
"1102092019","110209","1104031019",Kute Gekhat
"1102092020","110209","1104031021",Paye Khambung
"1102092021","110209","1104031020",Mbak Sako
"1102092022","110209","1104031022",Darul Imami
"1102092023","110209","1104031023",Rikit Bur II
"1102092024","110209","1104031024",Kute Empat Lima
"1102102001","110210","1104022006",Simpang Semadam
"1102102002","110210","1104022007",Semadam Awal
"1102102003","110210","1104022009",Semadam Asal
"1102102004","110210","1104022010",Lawe Kinga Gabungan
"1102102005","110210","1104022001",Lawe Kinga Tebing Tinggi
"1102102006","110210","1104022008",Kebun Sere
"1102102007","110210","1104022002",Lawe Beringin Horas
"1102102008","110210","1104022003",Lawe. Berigin Gayo
"1102102009","110210","1104022004",Suka Makmur
"1102102010","110210","1104022012",Pasar Puntung
"1102102011","110210","1104022011",Titi Pasir
"1102102012","110210","1104022013",Lawe Petanduk I
"1102102013","110210","1104022005",Ngkeran Alur Buluh
"1102102014","110210","1104022015",Kampung Baru
"1102102015","110210","1104022014",Sepakat Segenap
"1102102016","110210","1104022016",Selamat Indah
"1102102017","110210","1104022018",Lawe Kinge Lapter
"1102102018","110210","1104022017",Lawe Mejile
"1102102019","110210","",Lawe Petanduk-II
"1102112004","110211","1104011013",Titi Mas
"1102112005","110211","1104011007",Meranti
"1102112006","110211","1104011005",Kute Lang-Lang
"1102112007","110211","1104011003",Lawe Sumur
"1102112008","110211","",Pardamaian
"1102112009","110211","1104011002",Salim Pipit
"1102112010","110211","1104011001",Penguhapan
"1102112011","110211","1104011010",Lumban Tua
"1102112012","110211","1104011009",Mutiara Damai
"1102112013","110211","1104011011",Dolok Nauli
"1102112014","110211","1104011012",Tuhi Jongkat
"1102112015","110211","1104011004",Uning Sigugur
"1102112016","110211","1104011006",Lumban Sitio-tio
"1102112017","110211","1104011017",Lawe Malum
"1102112018","110211","1104011018",Alur Baning
"1102112019","110211","1104011022",Lingga Alas
"1102112020","110211","1104011023",Khambung  Tumbung
"1102112021","110211","1104011021",Tuah Mesade
"1102112022","110211","1104011020",Sumukh Alas
"1102112023","110211","1104011030",Alukh Bakhu
"1102112024","110211","1104011024",Sepekhinding
"1102112025","110211","1104011025",Tanoh Subukh
"1102112026","110211","1104011026",Pinggan Mbelang
"1102112027","110211","1104011019",Sigai Indah
"1102112028","110211","1104011027",Ukekh Deleng
"1102112029","110211","1104011028",Alas Mesikhat
"1102112030","110211","1104011029",Titi Hakhapen
"1102122001","110212","1104052008",Aunan Sepakat
"1102122002","110212","1104052005",Lawe Penanggalan
"1102122003","110212","1104052007",Lawe Mengkudu
"1102122004","110212","1104052006",Jambur Lak-lak
"1102122005","110212","1104052002",Simpang Tiga Jongar
"1102122006","110212","1104052004",Jongar Asli
"1102122007","110212","1104052009",Ketambe
"1102122008","110212","1104052010",Rumah Bundar
"1102122009","110212","1104052003",Penyeberangan Cingkam
"1102122010","110212","1104052001",Deleng Damar
"1102122011","110212","1104052023",Bintang Bener
"1102122012","110212","1104052024",Suka Rimbun
"1102122013","110212","1104052022",Lawe Aunan
"1102122014","110212","1104052015",Bener Bepapah
"1102122015","110212","1104052017",Penungkunen
"1102122016","110212","1104052016",Datok Pining
"1102122017","110212","1104052021",Kati Maju
"1102122018","110212","1104052019",Leuser
"1102122019","110212","1104052018",Jati Sara
"1102122020","110212","1104052020",Bukit Mbakhu
"1102122021","110212","1104052011",Kayu Metangur
"1102122022","110212","1104052012",Lawe Sembekan
"1102122023","110212","1104052014",Lawe Beringin
"1102122024","110212","1104052013",Lawe Ger-Ger
"1102122025","110212","1104052025",Simpur Jaya
"1102132001","110213","1104053013",Salang Baru
"1102132002","110213","1104053009",Ranto Dior
"1102132003","110213","1104053010",Lembah Alas
"1102132004","110213","1104053003",Tenembak Lang-Lang
"1102132005","110213","1104053012",Salang Sigotom
"1102132006","110213","1104053005",Tualang Lama
"1102132007","110213","1104053007",Gusung Batu
"1102132008","110213","1104053008",Kaya Pangur
"1102132009","110213","1104053011",Sepakat
"1102132010","110213","1104053006",Lawe Pangkat
"1102132011","110213","1104053001",Bunga Melur
"1102132012","110213","1104053004",Penampaan
"1102132013","110213","1104053002",Terutung Mbelang
"1102132014","110213","1104053014",Salang Muara
"1102132015","110213","1104053022",Lawe Hakhum
"1102132016","110213","1104053017",Tanoh Khukahen
"1102132017","110213","1104053018",Tading Ni Ulihi
"1102132018","110213","1104053019",Peseluk Pesimbe
"1102132019","110213","1104053021",Kane Lot
"1102132020","110213","1104053015",Muhajirin
"1102132021","110213","1104053016",Beriring Naru
"1102132022","110213","1104053020",Kati  Jeroh
"1102142001","110214","1104032004",Terutung Megara Lawe Pasaran
"1102142002","110214","1104032005",Kisam Gabungan
"1102142003","110214","1104032007",Kisam Kute Pasir
"1102142004","110214","1104032003",Lawe Sumur
"1102142005","110214","1104032010",Lawe Sumur Baru
"1102142006","110214","1104032001",Kute Lesung
"1102142007","110214","1104032002",Berandang
"1102142008","110214","1104032009",Kute Bunin
"1102142009","110214","1104032008",Buah Pala
"1102142010","110214","1104032006",Panosan
"1102142011","110214","1104032015",Lawe Pasaran Tengku Mbelin
"1102142012","110214","1104032014",Terutung Megahke MBakhu
"1102142013","110214","1104032016",Kisam Lestari
"1102142014","110214","1104032017",Kisam Kute Rambe
"1102142015","110214","1104032012",Lawe Polak
"1102142016","110214","1104032013",Lawes Sumur Sepakat
"1102142017","110214","1104032011",Setia Baru
"1102142018","110214","1104032018",Teger Miko
"1102152001","110215","1104012008",Salim Pinim I
"1102152002","110215","1104012006",Jambur Damar
"1102152003","110215","1104012001",Alur Langsat
